Data;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
05/11/2023;0;1004,46;999,28;1004,22;29501,40;17,16;8,92;17,88;16,37;9,90;7,93;66,17;57,83;62,04;154,13;5,34;2,68
06/11/2023;0;1004,74;999,28;1004,53;28836,70;19,89;13,91;20,57;19,16;14,36;13,37;73,58;67,75;70,83;100,00;7,58;4,25
07/11/2023;0;1000,77;999,28;1000,64;29134,30;22,93;14,67;23,56;22,06;15,29;13,94;67,88;61,58;64,50;88,71;6,60;3,65
08/11/2023;0,4;998,41;999,28;997,89;8104,60;22,04;17,64;22,68;21,59;18,00;17,29;78,96;73,50;76,67;129,42;6,15;2,46
09/11/2023;3,2;1001,21;999,28;1000,50;7573,10;20,45;17,21;20,79;20,20;17,74;16,90;84,33;80,83;82,13;133,50;6,18;3,09
10/11/2023;0;999,95;999,28;999,70;20768,80;21,88;16,64;22,40;21,29;16,98;16,13;75,25;70,42;73,08;95,25;8,06;4,45
11/11/2023;29,6;992,82;999,28;992,33;8185,70;21,86;19,25;22,34;21,29;19,56;18,87;87,63;83,38;85,67;106,04;7,66;3,82
12/11/2023;92,6;995,72;999,28;994,87;2864,30;21,66;19,66;22,02;21,35;19,92;19,44;89,92;87,08;88,63;103,29;8,63;3,80
13/11/2023;30,2;996,27;999,28;995,43;7074,40;21,72;19,16;22,07;21,27;19,48;18,75;87,92;83,71;85,88;191,21;6,63;2,54
14/11/2023;0;872,46;999,28;872,25;10387,00;19,50;16,90;19,72;19,10;17,16;16,57;75,21;72,25;73,54;111,63;3,18;1,57
15/11/2023;32,6;621,82;999,28;621,57;1690,70;13,00;12,08;13,15;12,90;12,18;11,95;57,38;56,33;57,08;51,33;3,36;1,55
16/11/2023;0;82,63;999,28;82,58;0,00;1,78;1,70;1,78;1,78;1,70;1,69;7,83;7,83;7,83;11,38;0,26;0,07
17/11/2023;0;41,32;999,28;0,00;0,00;0,78;0,69;0,00;0,00;0,00;0,00;0,00;0,00;3,63;4,38;0,00;0,18
18/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
21/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
22/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
23/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
24/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
26/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
27/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
29/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30/11/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01/12/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02/12/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03/12/2023;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
04/12/2023;0;251,44;999,28;251,37;2167,30;4,77;4,01;4,88;4,70;4,10;3,96;21,25;20,04;20,71;32,58;2,85;1,93
05/12/2023;0,8;963,20;999,28;921,32;11931,90;19,67;16,17;18,89;18,30;15,62;15,15;75,46;72,63;76,88;94,67;8,46;4,88
06/12/2023;9,8;998,16;999,28;997,94;10969,50;23,40;20,43;23,88;22,94;20,78;20,09;85,79;81,96;84,08;138,04;5,26;2,44
07/12/2023;4,8;996,76;999,28;996,39;9853,60;23,05;20,98;23,43;22,73;21,38;20,66;89,83;87,29;88,54;247,50;5,23;2,40
08/12/2023;1;1005,00;999,28;1004,57;31518,60;20,83;13,82;21,55;20,09;14,78;12,94;71,17;63,13;66,92;138,79;6,45;3,33
09/12/2023;0;1004,82;999,28;1004,63;25720,70;19,66;13,03;20,51;18,94;13,73;12,53;70,00;64,08;66,92;103,42;8,25;4,66
10/12/2023;0;1000,60;999,28;1000,41;17014,40;21,46;16,62;22,14;20,93;17,05;16,17;76,88;71,63;74,63;91,04;6,26;3,05
11/12/2023;0;1000,72;999,28;1000,49;24704,40;23,02;17,40;23,76;22,34;18,17;16,95;76,25;70,38;73,08;95,38;6,13;3,24
12/12/2023;0;1001,55;999,28;1001,35;31366,50;24,70;17,94;25,29;24,01;18,32;17,27;71,33;65,96;68,79;95,29;7,12;3,74
13/12/2023;0;997,65;999,28;997,40;17849,50;25,81;19,57;26,50;25,25;20,14;19,01;72,92;67,13;70,42;112,71;5,39;2,68
14/12/2023;24;996,01;999,28;995,62;17626,10;25,63;20,93;26,40;24,83;21,33;20,32;79,21;73,04;76,71;168,46;5,25;1,77
15/12/2023;18,6;997,29;999,28;996,74;18481,20;25,69;21,93;26,39;25,10;22,59;21,43;83,50;78,46;81,13;156,21;5,92;2,64
16/12/2023;0;998,56;999,28;998,26;27423,90;26,89;22,08;27,27;26,21;22,56;21,48;79,83;74,50;76,63;143,33;4,59;1,77
17/12/2023;0;995,36;999,28;995,15;29879,10;30,75;23,17;31,35;30,08;23,91;22,39;69,83;63,42;66,67;93,58;3,92;2,01
18/12/2023;62,2;995,59;999,28;995,08;22660,10;29,11;23,27;30,02;28,58;24,03;22,59;74,71;67,79;72,08;134,29;7,13;3,55
19/12/2023;3;998,06;999,28;997,74;15147,00;23,22;20,15;23,64;22,93;20,64;19,86;84,83;82,04;83,42;144,75;7,23;3,50
20/12/2023;0;999,77;999,28;999,53;9205,90;23,03;19,49;23,26;22,70;19,73;19,13;82,17;79,04;80,79;150,88;5,58;2,91
21/12/2023;0;998,99;999,28;998,84;29842,20;26,29;20,09;26,75;25,56;20,67;19,39;74,17;68,46;70,83;163,71;5,08;2,42
22/12/2023;8;998,54;999,28;998,02;25071,80;25,92;20,73;26,98;25,25;21,49;19,92;77,46;69,63;74,54;160,29;5,23;2,13
23/12/2023;4,6;998,21;999,28;997,77;27468,60;24,69;19,74;25,47;23,96;20,48;18,90;79,08;71,58;75,67;229,79;5,81;2,50
24/12/2023;8,6;999,25;999,28;998,90;27184,80;25,23;20,41;25,73;24,58;21,07;19,87;79,67;74,17;76,58;94,50;5,01;2,40
25/12/2023;8,4;996,64;999,28;996,29;14886,90;23,54;20,33;24,33;22,80;20,99;19,74;85,63;79,58;82,58;197,21;6,80;3,31
26/12/2023;0,2;1002,46;999,28;1002,11;32942,50;21,63;12,90;22,40;20,83;14,31;11,71;65,42;55,67;60,00;215,33;5,11;1,85
27/12/2023;0;1004,00;999,28;1003,85;30983,80;21,24;14,99;22,03;20,60;15,57;14,19;72,21;64,96;69,21;81,17;5,71;2,55
28/12/2023;0;997,44;999,28;997,34;30416,30;25,15;17,03;25,85;24,25;17,90;16,30;68,13;61,54;64,50;150,79;5,29;2,64
29/12/2023;58,4;995,22;999,28;994,57;13995,00;24,67;19,78;25,56;24,11;20,47;19,11;79,33;71,04;75,42;255,54;7,09;3,35
30/12/2023;0;1003,85;999,28;1003,43;27545,60;21,22;14,46;21,93;20,70;15,59;13,68;71,63;63,75;67,25;192,08;5,11;2,47
31/12/2023;0;1004,13;999,28;1003,92;27506,80;19,69;13,45;20,33;19,06;14,11;12,72;72,21;65,46;69,13;96,50;6,24;3,51
01/01/2024;0;1001,15;999,28;1000,95;30636,00;22,28;16,65;22,90;21,52;17,10;15,91;74,50;68,75;71,96;103,29;5,10;2,95
02/01/2024;0,4;998,36;999,28;998,01;17745,50;22,92;19,75;23,73;22,33;20,21;18,94;84,83;78,50;82,88;89,17;6,65;3,12
03/01/2024;0,2;1000,10;999,28;999,80;22842,30;22,55;18,68;23,16;21,93;19,32;18,33;82,92;78,17;80,04;95,79;6,95;3,82
04/01/2024;0;1001,53;999,28;1001,28;22354,90;22,58;18,31;23,28;22,09;18,83;17,91;79,50;74,83;77,42;103,54;8,87;4,92
05/01/2024;0;1000,75;999,28;1000,58;27791,00;24,05;18,88;24,65;23,43;19,41;18,42;76,75;71,67;74,21;99,42;8,21;4,59
06/01/2024;0;998,18;999,28;998,01;30558,70;25,18;19,29;25,71;24,54;19,91;18,86;75,29;69,67;72,21;102,92;5,70;3,23
07/01/2024;0;995,34;999,28;995,13;22968,90;27,22;21,50;28,02;26,50;22,15;20,92;76,21;69,33;72,83;147,33;3,89;2,14
08/01/2024;0;994,98;999,28;994,47;16552,80;26,60;21,01;27,27;26,09;21,61;20,49;75,08;68,83;72,21;213,88;4,75;2,36
09/01/2024;0;998,86;999,28;998,56;17579,10;25,21;20,85;25,85;24,70;21,43;20,35;79,79;74,63;77,50;143,67;4,50;2,43
10/01/2024;0;998,26;999,28;997,94;18089,00;25,25;20,75;25,78;24,74;21,33;20,28;80,04;75,58;77,75;160,13;5,06;2,51
11/01/2024;11,4;998,60;999,28;998,17;6846,80;23,30;21,17;23,68;23,11;21,48;20,97;89,00;86,33;88,04;130,88;5,56;2,65
12/01/2024;0,8;1001,68;999,28;1001,43;25666,30;23,42;18,65;24,07;22,74;19,36;18,12;79,88;74,00;76,63;116,29;5,75;3,19
13/01/2024;0;1002,31;999,28;1002,10;30676,20;22,78;17,14;23,38;22,01;17,67;16,66;75,08;70,00;72,25;97,58;7,24;3,97
14/01/2024;11,6;998,58;999,28;998,16;20998,60;24,73;19,78;25,71;23,81;20,24;18,99;78,83;71,42;76,13;145,75;5,75;2,42
15/01/2024;0,2;998,33;999,28;998,09;27136,90;24,74;20,56;25,25;23,99;21,07;19,96;82,00;77,67;79,46;208,29;4,43;2,05
16/01/2024;0;996,93;999,28;996,68;17255,60;25,89;22,27;26,51;25,35;22,72;21,72;83,21;78,29;81,29;94,71;5,03;3,02
17/01/2024;50;999,91;999,28;999,30;11326,60;22,93;20,44;23,48;22,52;20,80;20,08;87,83;83,79;86,25;93,00;8,93;4,37
18/01/2024;0;997,73;999,28;997,50;17047,90;24,95;21,48;25,38;24,56;21,90;21,20;83,58;79,83;81,67;79,33;7,26;3,75
19/01/2024;0;995,79;999,28;995,65;23276,90;26,70;22,13;27,48;25,98;22,70;21,53;80,08;73,96;77,33;192,08;5,40;2,50
20/01/2024;2,6;997,38;999,28;997,01;14242,70;24,52;21,29;25,20;24,14;21,80;20,94;85,17;79,29;82,75;193,29;5,43;2,52
21/01/2024;0,2;1002,86;999,28;1002,56;22685,50;23,02;17,95;23,60;22,44;18,62;17,40;77,42;71,79;74,50;120,54;7,13;3,93
22/01/2024;0;1005,69;999,28;963,56;23251,60;21,80;15,88;21,34;19,97;15,74;14,60;71,00;65,33;70,63;108,92;7,68;4,59
23/01/2024;0;1005,72;999,28;1005,54;26355,60;21,45;15,51;22,23;20,64;16,10;14,96;73,25;67,42;70,42;109,54;8,17;4,58
24/01/2024;0;1004,65;999,28;1004,46;22650,20;21,06;15,79;21,75;20,34;16,33;15,28;75,58;69,75;72,79;104,63;8,71;4,73
25/01/2024;0;1005,13;999,28;1004,89;29131,60;21,80;15,13;22,45;21,03;15,97;14,37;72,75;66,46;69,33;102,13;7,81;4,51
26/01/2024;0;1006,14;999,28;1005,96;25744,90;21,30;15,40;22,14;20,46;16,05;14,69;73,71;67,08;70,50;106,29;7,26;3,98
27/01/2024;0;1004,35;999,28;1004,21;23310,50;22,02;16,48;22,82;21,29;16,93;15,87;75,00;68,92;72,29;103,75;6,26;3,65
28/01/2024;0,2;1002,01;999,28;1001,82;23997,50;22,35;17,80;23,17;21,46;18,40;17,11;80,13;74,04;77,08;97,75;5,74;3,00
29/01/2024;0,2;1000,51;999,28;1000,32;25287,30;23,08;18,03;23,92;22,29;18,74;17,27;79,21;72,63;76,08;130,42;3,88;1,87
30/01/2024;0;1000,02;999,28;999,84;26945,20;24,36;17,38;25,18;23,68;18,56;16,58;73,83;66,79;69,79;146,63;3,26;1,40
31/01/2024;0;1001,23;999,28;1000,97;29407,10;23,94;16,87;24,86;23,30;17,83;15,91;71,79;63,75;68,33;100,63;4,95;2,54
01/02/2024;0;1003,53;999,28;1003,25;26382,30;24,31;17,32;24,98;23,49;18,17;16,51;73,83;67,38;70,29;97,92;5,61;3,20
02/02/2024;0;1004,90;999,28;1004,70;29857,50;24,65;18,08;25,36;23,94;18,75;17,38;73,54;67,00;70,46;97,96;7,29;4,30
03/02/2024;0;1001,77;999,28;1001,61;27362,70;25,73;18,82;26,57;24,91;19,41;18,31;71,88;65,96;68,88;105,58;5,28;2,56
04/02/2024;12;1000,46;999,28;999,99;21034,00;26,90;20,72;28,01;25,97;21,42;20,07;75,71;67,46;71,92;181,29;4,56;1,68
05/02/2024;0,2;1002,88;999,28;1002,62;21491,30;25,02;21,09;25,62;24,33;21,58;20,64;82,79;78,17;80,29;129,50;4,60;2,33
06/02/2024;0;1003,65;999,28;1003,37;22417,00;25,85;21,38;26,58;25,35;21,94;21,05;79,88;74,96;77,63;94,21;6,20;3,45
07/02/2024;0;1001,23;999,28;1001,01;22329,80;26,04;21,32;26,53;25,44;21,76;20,89;79,25;74,46;76,75;107,17;5,32;2,75
08/02/2024;0;999,55;999,28;999,30;22379,70;26,53;21,34;27,16;25,90;21,94;20,69;79,17;73,04;76,08;114,54;5,17;2,43
09/02/2024;0;1000,04;999,28;999,75;26279,40;28,13;22,08;28,78;27,55;22,63;21,48;74,79;69,17;72,38;95,00;5,69;2,92
10/02/2024;0;1000,68;999,28;1000,43;20001,20;28,20;22,14;28,82;27,65;22,61;21,82;74,04;69,00;71,38;89,00;5,93;3,08
11/02/2024;0;1000,68;999,28;1000,43;12484,80;28,21;23,33;28,75;27,75;23,68;22,92;77,96;72,88;75,71;106,71;3,54;2,02
12/02/2024;5;998,36;999,28;998,10;16334,50;28,04;23,63;28,93;27,25;24,12;23,09;82,42;75,63;79,17;147,00;4,83;1,98
13/02/2024;25,6;1001,14;999,28;1000,71;3596,20;22,84;21,03;23,25;22,69;21,45;20,87;90,67;88,38;89,71;187,17;6,00;2,70
14/02/2024;0,2;1006,21;999,28;1006,02;17406,20;21,37;16,48;21,85;20,98;17,07;16,09;77,75;73,00;75,25;115,88;6,82;3,69
15/02/2024;0;920,89;999,28;878,90;15282,90;20,09;15,40;19,68;18,87;14,99;14,38;65,96;62,17;67,58;92,33;6,79;4,09
16/02/2024;43,2;1002,00;999,28;1001,83;7431,60;20,81;18,56;21,16;20,64;18,77;18,37;88,13;85,58;87,29;110,38;8,26;4,57
17/02/2024;0;999,80;999,28;999,63;20026,00;23,49;19,73;23,94;22,97;19,99;19,30;82,21;77,83;80,42;93,75;6,63;3,56
18/02/2024;0;998,50;999,28;998,29;26893,90;25,14;20,68;25,77;24,43;21,19;20,08;80,54;75,54;78,00;89,54;6,46;3,56
19/02/2024;0;996,42;999,28;954,72;11508,70;24,62;21,12;23,98;23,20;20,56;19,91;79,79;76,04;81,42;94,33;5,77;3,08
20/02/2024;0;997,18;999,28;996,92;24640,90;23,60;18,40;24,48;22,90;19,06;17,92;77,21;71,29;74,33;108,71;6,05;3,38
21/02/2024;0;831,73;999,28;831,55;22905,00;18,73;14,84;19,13;18,03;15,28;14,47;66,58;62,63;64,04;88,58;4,62;2,49
22/02/2024;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
23/02/2024;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
24/02/2024;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25/02/2024;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
26/02/2024;0;0,00;999,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
27/02/2024;0;290,49;999,28;248,90;6189,30;8,51;6,83;7,55;7,16;6,03;5,78;18,54;17,08;20,92;79,08;1,32;0,87
28/02/2024;0;998,76;999,28;998,48;15250,30;25,85;22,38;26,41;25,47;22,82;22,06;83,38;79,58;81,83;102,00;3,92;2,24
29/02/2024;0;1000,93;999,28;1000,64;16578,90;25,97;21,90;26,41;25,44;22,26;21,40;81,88;76,88;79,38;101,58;3,55;1,65
01/03/2024;0;1001,62;999,28;1001,38;20911,00;25,54;21,39;26,28;24,84;21,92;20,96;81,79;76,75;79,17;133,50;5,01;2,81
02/03/2024;0;999,90;999,28;999,72;24142,90;25,86;21,14;26,52;25,22;21,54;20,68;79,50;74,29;77,04;131,88;5,18;2,54
03/03/2024;0,8;999,05;999,28;998,59;15689,90;25,60;21,31;26,44;25,12;21,90;20,85;80,71;74,42;77,96;194,92;5,31;2,53
04/03/2024;0;1003,18;999,28;1002,88;6858,60;21,04;17,11;21,43;20,90;17,52;16,93;79,88;76,75;78,29;118,46;6,68;3,50
05/03/2024;0;1004,04;999,28;1003,88;23772,30;20,96;13,92;21,48;20,25;14,81;13,27;71,17;65,17;67,25;123,38;3,72;1,65
06/03/2024;0;167,37;999,28;167,29;0,00;2,98;2,26;3,18;2,95;2,33;2,15;12,79;11,46;12,63;14,13;0,80;0,42
07/03/2024;0;250,35;999,28;208,53;5131,20;6,89;4,83;5,98;5,65;4,12;3,98;13,13;11,96;15,33;21,17;1,68;0,88
08/03/2024;24;1001,28;999,28;1001,03;3147,50;21,60;19,99;21,87;21,46;20,13;19,80;90,67;89,75;90,58;113,04;6,20;3,16
09/03/2024;0,4;997,92;999,28;997,49;9346,20;23,23;20,96;23,60;22,86;21,38;20,66;89,38;86,25;87,63;159,92;4,77;2,20
10/03/2024;0;1001,80;999,28;1001,45;18907,70;23,61;19,84;24,30;22,96;20,42;19,25;83,50;78,58;81,17;219,08;3,17;1,73
11/03/2024;0;1004,01;999,28;1003,76;22999,30;23,23;18,43;23,98;22,72;19,02;18,07;78,96;74,08;76,42;96,71;6,04;3,32
12/03/2024;0;1002,41;999,28;1002,20;24005,80;24,18;18,72;24,90;23,40;19,17;18,07;76,79;71,08;74,25;116,96;4,92;2,48
13/03/2024;0;1000,27;999,28;1000,01;19815,80;26,23;20,74;26,92;25,47;21,33;20,18;77,42;71,58;74,63;137,88;4,16;2,18
14/03/2024;0;998,47;999,28;998,25;22829,60;27,72;21,23;28,54;26,94;21,99;20,63;74,13;68,00;70,75;118,58;3,41;1,73
15/03/2024;26;997,69;999,28;997,25;4122,90;23,60;21,05;24,05;23,37;21,32;20,74;86,75;83,75;85,88;140,00;5,65;2,37
16/03/2024;11,8;995,72;999,28;995,38;3871,10;22,80;21,43;23,03;22,58;21,65;21,18;92,79;91,25;92,17;180,88;3,79;1,50
17/03/2024;0;997,96;999,28;997,48;13031,40;24,03;21,06;24,48;23,64;21,46;20,78;86,17;82,21;84,13;193,54;4,53;2,07
18/03/2024;0;998,18;999,28;997,98;18274,30;25,28;21,53;25,63;24,71;21,87;21,16;83,21;79,54;81,00;98,50;4,33;2,18
19/03/2024;0,2;997,41;999,28;997,12;12966,40;26,48;22,35;27,00;26,09;22,76;21,85;81,33;76,54;79,25;216,67;3,44;1,65
20/03/2024;1,8;992,99;999,28;992,80;20801,90;27,25;22,08;28,00;26,42;22,64;21,48;79,17;73,50;76,29;116,13;4,15;1,85
21/03/2024;25,8;995,30;999,28;994,29;6292,30;22,20;19,52;23,10;21,76;20,22;19,19;87,17;82,38;85,08;230,33;8,10;3,42
22/03/2024;0;1009,35;999,28;1008,92;19987,00;18,51;12,45;19,13;17,88;13,17;11,91;73,29;66,67;69,54;174,67;5,38;2,45
23/03/2024;0;1009,40;999,28;1009,27;19755,40;19,68;13,93;20,29;18,96;14,29;13,36;74,00;68,58;71,38;97,67;6,53;3,52
24/03/2024;0;1004,63;999,28;1004,52;21360,40;21,65;15,72;22,29;20,90;16,16;15,11;74,13;68,63;71,33;154,04;4,23;2,08
25/03/2024;0;1002,91;999,28;1002,73;21917,80;22,76;16,78;23,61;21,99;17,37;15,97;74,58;67,33;71,38;221,67;3,95;1,82
26/03/2024;0;1004,70;999,28;1004,50;18984,00;21,00;15,68;21,76;20,33;16,33;15,05;77,33;71,38;74,29;101,96;4,93;2,76
27/03/2024;0;1003,83;999,28;1003,69;21340,10;21,54;16,53;22,19;20,98;16,88;16,15;77,08;72,38;75,04;98,88;5,76;3,21
28/03/2024;0;1003,86;999,28;1003,63;11403,30;22,69;19,41;23,16;22,14;19,67;18,98;84,38;80,38;82,63;137,46;3,69;1,78
29/03/2024;33,4;1003,16;999,28;1002,75;14375,00;23,34;19,49;24,24;22,73;20,06;19,03;84,04;77,46;81,00;161,50;5,19;2,36
30/03/2024;0,2;1001,58;999,28;1001,38;20976,30;22,88;18,11;23,50;22,15;18,65;17,50;79,38;74,50;76,63;170,46;3,88;1,62
31/03/2024;0,2;1000,14;999,28;999,98;19306,20;24,58;19,13;25,50;23,93;20,03;18,36;77,96;71,13;74,79;220,00;3,33;1,55
01/04/2024;0;999,52;999,28;999,26;15432,40;24,41;20,00;25,08;23,95;20,32;19,64;79,46;74,63;77,54;115,21;5,45;2,57
02/04/2024;0;1000,26;999,28;1000,00;7202,10;21,39;18,10;21,78;21,10;18,46;17,88;83,42;80,29;81,83;211,38;4,27;2,03
03/04/2024;0;999,63;999,28;999,37;18480,40;22,50;18,13;23,03;21,87;18,47;17,82;80,04;75,71;77,71;92,96;5,77;3,20
04/04/2024;5;1001,33;999,28;1000,71;4431,80;22,78;20,45;23,08;22,53;20,60;20,20;87,54;85,21;86,67;152,42;5,52;2,10
05/04/2024;1,6;1005,13;999,28;1004,80;6093,50;21,82;19,12;22,21;21,54;19,53;18,87;87,00;83,46;85,00;104,67;4,58;2,46
06/04/2024;0,2;1006,02;999,28;1005,84;18805,40;19,83;14,38;20,47;19,21;14,98;13,95;76,21;70,92;73,33;103,96;8,10;4,59
07/04/2024;11,6;1001,50;999,28;1001,07;4993,20;19,30;16,47;19,58;19,09;16,58;16,22;84,92;82,00;84,00;101,63;7,53;3,78
08/04/2024;0,8;1000,60;999,28;1000,45;9356,90;21,21;19,10;21,45;20,88;19,38;18,84;89,50;87,33;88,17;148,54;3,31;1,65
09/04/2024;0;1000,38;999,28;1000,19;18825,10;24,21;19,83;24,97;23,56;20,35;19,39;80,75;75,08;78,00;148,42;2,97;1,39
10/04/2024;3,4;1001,24;999,28;1000,92;7375,10;22,18;19,22;22,75;21,85;19,59;18,92;85,42;81,25;83,79;106,38;4,96;2,52
11/04/2024;1,4;1006,22;999,28;1005,83;4132,80;19,30;16,64;19,64;19,16;16,90;16,46;86,08;82,63;84,75;110,42;7,37;3,82
12/04/2024;13,6;1007,51;999,28;1007,37;3507,20;18,53;16,88;18,59;18,33;16,96;16,70;90,83;89,58;90,17;110,50;9,31;5,39
13/04/2024;16;1003,78;999,28;1003,54;2575,90;20,30;18,55;20,41;20,17;18,65;18,43;90,17;89,13;89,71;99,83;9,76;5,28
14/04/2024;7,6;1000,52;999,28;1000,30;6708,30;21,65;20,00;21,85;21,39;20,16;19,77;91,33;89,29;90,50;96,63;7,47;4,01
15/04/2024;0;998,57;999,28;998,39;9452,10;24,12;20,81;24,48;23,75;21,06;20,56;84,38;80,83;82,63;82,25;6,27;3,40
16/04/2024;38,4;998,06;999,28;997,67;2432,80;22,22;20,58;22,54;22,03;20,84;20,42;91,29;89,71;90,58;131,17;5,58;2,48
17/04/2024;0,2;1003,25;999,28;1002,88;17138,70;19,35;14,23;19,88;18,88;14,82;13,87;76,79;71,71;73,88;282,46;8,55;4,79
18/04/2024;0;1005,80;999,28;1005,64;18285,20;18,65;12,37;19,20;17,99;12,72;11,87;71,83;66,50;69,17;291,88;6,62;3,77
19/04/2024;0;1005,64;999,28;1005,43;18149,70;19,58;13,01;20,32;18,87;13,70;12,44;73,08;66,58;69,58;197,38;2,93;1,45
20/04/2024;0;1005,03;999,28;1004,87;18195,70;19,89;13,26;20,58;19,14;13,81;12,78;71,88;65,50;68,46;74,29;3,68;1,87
21/04/2024;0,2;1002,63;999,28;1002,50;17674,50;20,95;15,08;21,75;20,20;15,55;14,33;74,46;67,88;71,63;127,75;3,37;1,75
22/04/2024;0;1000,41;999,28;1000,05;4043,60;19,70;16,52;20,16;19,43;16,88;16,19;84,00;79,63;82,21;91,46;4,20;2,13
23/04/2024;0;999,13;999,28;998,88;11537,30;22,23;18,79;22,67;21,58;19,03;18,33;84,17;80,42;82,13;195,96;3,39;1,66
24/04/2024;6,4;1002,69;999,28;1002,30;9112,90;21,82;18,53;22,40;21,55;19,15;17,97;84,63;78,67;82,21;192,21;4,50;2,09
25/04/2024;0;1004,02;999,28;1003,74;16317,90;18,78;13,05;19,26;18,24;13,45;12,55;73,04;67,63;70,42;93,58;7,24;4,08
26/04/2024;17,6;999,08;999,28;998,82;5540,90;20,46;18,58;20,74;20,09;18,72;18,21;89,92;87,42;89,13;90,38;5,23;2,82
27/04/2024;33,4;994,63;999,28;994,18;3509,70;23,38;20,62;24,19;22,80;21,11;20,24;87,42;82,08;85,04;183,21;5,07;2,04
28/04/2024;11,2;1000,48;999,28;1000,05;9248,60;18,32;15,32;18,63;18,06;15,77;15,05;84,92;81,92;83,04;129,46;5,40;2,84
29/04/2024;82,4;998,50;999,28;997,94;1131,70;18,50;16,71;18,63;18,33;16,76;16,46;89,50;88,38;89,33;90,38;6,71;3,34
30/04/2024;91,8;997,72;999,28;996,83;401,40;19,97;18,85;20,13;19,82;19,01;18,73;93,50;93,00;93,21;66,46;8,39;3,28
