Data;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
29/07/2021;0;1014,13;999,28;1013,87;14675,10;5,84;1,00;6,32;5,24;1,36;0,43;75,21;69,29;72,58;287,29;7,54;4,09
30/07/2021;0;1016,36;999,28;1016,14;15664,70;6,90;1,83;7,46;6,27;2,39;1,38;75,00;69,67;72,21;202,42;3,31;1,67
31/07/2021;0;1015,56;999,28;1015,31;15475,30;9,94;4,11;10,48;9,22;4,62;3,56;72,25;66,33;69,00;93,58;4,65;2,16
01/08/2021;0;1015,88;999,28;1015,67;15210,20;12,07;7,23;12,82;11,24;7,86;6,47;77,29;70,50;73,92;136,96;2,84;1,28
02/08/2021;0;1015,58;999,28;1015,38;6420,60;9,94;7,76;10,62;9,47;8,30;7,30;88,67;83,83;86,71;213,29;2,76;1,31
03/08/2021;0,2;1016,07;999,28;1015,87;13321,90;10,92;7,86;11,47;10,34;8,35;7,36;85,13;80,96;83,00;92,54;3,44;1,55
04/08/2021;0;1017,14;999,28;1016,91;7135,80;12,29;10,75;12,51;11,94;10,90;10,46;91,96;89,25;90,71;82,79;6,17;2,87
05/08/2021;0;1015,40;999,28;1015,23;10434,60;15,85;13,31;16,16;15,45;13,54;13,05;87,08;83,92;85,50;88,42;5,81;2,67
06/08/2021;0;1011,95;999,28;1011,83;11949,90;16,79;12,65;17,28;16,09;13,09;12,12;80,79;75,46;78,04;89,08;5,17;2,56
07/08/2021;0;1007,23;999,28;1007,09;14934,30;19,33;13,29;19,87;18,64;13,79;12,95;72,13;67,13;69,25;74,21;5,17;2,56
08/08/2021;0;1005,38;999,28;1005,24;15317,70;21,03;14,74;21,63;20,36;15,24;14,26;71,08;65,58;68,29;93,21;3,91;2,00
09/08/2021;2;1002,52;999,28;1002,30;5648,90;18,60;15,38;19,25;18,14;15,81;14,90;83,92;78,25;81,75;114,79;3,74;1,85
10/08/2021;6,2;1006,10;999,28;1005,56;3522,10;15,26;13,62;15,66;15,07;14,06;13,40;91,71;88,29;90,21;222,46;4,48;2,10
11/08/2021;0,2;1012,65;999,28;1012,33;13413,70;11,86;6,86;12,42;11,34;7,77;6,38;77,29;70,83;73,46;161,67;4,58;2,13
12/08/2021;0;1014,88;999,28;1014,63;12768,70;8,75;4,83;9,25;8,25;5,26;4,32;79,50;74,21;77,13;102,42;5,25;2,53
13/08/2021;0;1013,07;999,28;1012,97;11351,00;12,82;9,14;13,30;12,31;9,43;8,71;81,04;76,96;79,17;95,67;6,59;3,01
14/08/2021;0;1008,88;999,28;1008,77;15062,30;15,67;11,89;16,05;15,19;12,30;11,58;81,63;77,54;79,29;93,83;4,89;2,05
15/08/2021;0;1005,66;999,28;1005,51;13044,70;15,74;12,91;16,48;15,15;13,50;12,39;86,17;81,50;84,25;146,88;3,47;1,55
16/08/2021;0;1003,73;999,28;1003,56;5719,40;14,34;12,55;14,56;14,13;12,75;12,36;90,17;88,17;89,13;101,67;5,50;2,58
17/08/2021;0;1001,57;999,28;1001,33;13078,30;18,31;15,30;18,67;17,80;15,60;14,91;85,46;81,83;83,63;112,92;4,27;1,89
18/08/2021;0;1001,03;999,28;1000,65;7760,80;19,31;17,03;19,76;18,98;17,37;16,77;88,29;85,04;86,88;96,92;7,91;3,73
19/08/2021;0;996,20;999,28;996,00;15766,70;24,78;15,23;25,25;23,91;16,10;14,55;65,17;58,83;60,96;155,79;6,19;2,88
20/08/2021;0,2;998,72;999,28;997,99;6180,40;21,56;13,82;22,45;21,10;14,34;13,28;67,50;60,08;64,58;158,63;7,93;3,19
21/08/2021;0;1003,90;999,28;1003,12;2027,50;15,30;13,80;15,60;15,13;13,99;13,65;91,75;89,33;90,83;117,54;7,63;3,21
22/08/2021;0;995,13;999,28;994,93;11214,10;20,39;14,48;20,98;19,48;15,21;13,71;76,92;68,75;72,42;190,00;4,90;2,25
23/08/2021;0,2;998,29;999,28;997,80;9917,10;17,10;11,77;17,61;16,79;12,38;11,24;74,92;68,79;72,00;138,42;7,29;3,35
24/08/2021;0,2;996,45;999,28;995,66;1255,70;14,90;13,60;15,05;14,72;13,65;13,34;92,50;90,54;92,04;125,71;8,07;3,28
25/08/2021;68,6;993,13;999,28;992,46;573,10;16,60;15,85;16,83;16,45;16,07;15,70;95,00;95,00;95,00;148,54;5,38;2,20
26/08/2021;12,2;1001,53;999,28;1000,68;7610,10;13,65;11,13;14,10;13,38;11,67;10,79;87,54;83,46;85,29;227,08;4,57;1,84
27/08/2021;0,4;1008,93;999,28;1008,61;18301,20;13,30;9,24;13,88;12,58;10,10;8,39;82,29;75,83;78,92;136,79;3,76;1,71
28/08/2021;0;1010,78;999,28;1010,57;16774,50;14,25;10,57;14,74;13,71;11,05;9,98;82,58;76,79;79,96;101,71;6,33;3,11
29/08/2021;0;1011,14;999,28;1010,95;18955,90;17,28;12,61;17,75;16,71;13,09;12,20;77,83;73,29;75,29;94,33;4,88;2,36
30/08/2021;0;1009,03;999,28;1008,81;19218,80;18,70;13,97;19,30;18,10;14,52;13,50;78,46;73,04;75,71;96,75;5,41;2,77
31/08/2021;0;1007,48;999,28;1007,26;19335,80;20,66;14,08;21,18;20,00;14,75;13,63;71,54;65,58;67,92;87,42;5,30;2,39
01/09/2021;0;1005,01;999,28;1004,88;17871,00;21,49;13,90;22,06;20,79;14,63;13,35;66,71;60,21;63,21;58,83;4,95;2,35
02/09/2021;0;1001,68;999,28;1001,43;15164,40;22,08;14,95;22,73;21,39;15,53;14,38;67,92;61,29;64,54;102,33;4,10;1,97
03/09/2021;0;1002,60;999,28;1002,30;7290,10;18,78;14,85;19,36;18,50;15,33;14,45;80,54;75,21;78,38;243,33;4,96;2,41
